category,Median Home Price (NSA),CPI-Adjusted Price
Sat Jan 15 2022,356539.86,381512.41
Tue Feb 15 2022,364651.77,386660.74
Tue Mar 15 2022,372369.63,389642.16
Fri Apr 15 2022,380577.66,396020.13
Sun May 15 2022,386882.65,398191.48
Wed Jun 15 2022,388007.17,393937.71
Fri Jul 15 2022,385325.63,391261.4
Mon Aug 15 2022,381558.01,387573.1
Thu Sep 15 2022,381471.5,386653.61
Sat Oct 15 2022,380116.31,383723.44
Tue Nov 15 2022,377896.11,381867.87
Thu Dec 15 2022,375416.4,380530.36
Sun Jan 15 2023,375310.68,377405.71
